run_id,epoch,train_loss,val_f1_macro,val_acc,val_f1_judi,val_precision_judi,val_recall_judi
21,1,0.283644,0.962225515290314,0.9771754636233952,0.9384615384615383,0.9277566539923956,0.9494163424124512
21,2,0.089289,0.9563879900087688,0.9736091298145506,0.9289827255278312,0.9166666666666666,0.9416342412451362
21,3,0.04656,0.9627943209591192,0.977888730385164,0.9390962671905696,0.9484126984126984,0.9299610894941636
22,1,0.334224,0.9474326461605584,0.9686162624821684,0.9140625,0.9176470588235294,0.9105058365758756
22,2,0.110859,0.9273838504169472,0.9536376604850214,0.8837209302325582,0.8178807947019867,0.9610894941634242
22,3,0.066425,0.967495549893996,0.9807417974322395,0.9467455621301776,0.96,0.933852140077821
22,4,0.03728,0.958621527777778,0.9757489300998572,0.932,0.9588477366255144,0.906614785992218
22,5,0.017216,0.9605592595718344,0.9771754636233952,0.934959349593496,0.9787234042553192,0.8949416342412452
22,6,0.010795,0.964651211316342,0.9793152639087018,0.9418837675350702,0.9710743801652892,0.914396887159533
22,7,0.004484,0.9623315245323508,0.977888730385164,0.93812375249501,0.9631147540983608,0.914396887159533
22,8,0.003264,0.9622133638209174,0.977888730385164,0.937875751503006,0.9669421487603306,0.9105058365758756
23,1,0.286123,0.9519572076307486,0.9707560627674752,0.921904761904762,0.9029850746268656,0.9416342412451362
23,2,0.101599,0.967693729661362,0.9807417974322395,0.9471624266144814,0.952755905511811,0.9416342412451362
23,3,0.051975,0.9654057788634738,0.9793152639087018,0.9434697855750488,0.9453125,0.9416342412451362
23,4,0.024547,0.9709730848861284,0.9828815977175464,0.9523809523809524,0.97165991902834,0.933852140077821
23,5,0.008358,0.9710626528653546,0.9828815977175464,0.9525691699604744,0.9678714859437751,0.9377431906614786
24,1,0.275781,0.9145669598912516,0.9443651925820256,0.8641114982578397,0.7823343848580442,0.9649805447470816
24,2,0.090842,0.9387618419009164,0.9614835948644792,0.9014598540145984,0.8487972508591065,0.9610894941634242
24,3,0.043479,0.967791587217717,0.9807417974322395,0.9473684210526316,0.94921875,0.9455252918287936
25,1,0.316779,0.9578777995506698,0.9743223965763196,0.9315589353612168,0.9107806691449816,0.953307392996109
25,2,0.113769,0.9514230559817848,0.970042796005706,0.9213483146067416,0.8880866425992779,0.9571984435797666
25,3,0.075386,0.9690313153110292,0.9814550641940084,0.9494163424124512,0.9494163424124512,0.9494163424124512
25,4,0.035311,0.9700867867234833,0.9821683309557776,0.9510763209393346,0.9566929133858268,0.9455252918287936
25,5,0.022596,0.9680803430262708,0.9807417974322395,0.9479768786127168,0.9389312977099236,0.9571984435797666
25,6,0.007851,0.969995420128322,0.9821683309557776,0.950884086444008,0.9603174603174603,0.9416342412451362
25,7,0.003063,0.968842846641708,0.9814550641940084,0.9490196078431372,0.9565217391304348,0.9416342412451362
25,8,0.002084,0.969995420128322,0.9821683309557776,0.950884086444008,0.9603174603174603,0.9416342412451362
26,1,0.229467,0.957021052012365,0.9736091298145506,0.9303201506591338,0.9014598540145984,0.9610894941634242
26,2,0.100781,0.9399787559723584,0.9621968616262482,0.9034608378870674,0.8493150684931506,0.9649805447470816
26,3,0.051095,0.966649108796493,0.9800285306704708,0.9455252918287936,0.9455252918287936,0.9455252918287936
26,4,0.028477,0.9587505754566444,0.9757489300998572,0.9322709163346612,0.9551020408163264,0.9105058365758756
26,5,0.019373,0.967791587217717,0.9807417974322395,0.9473684210526316,0.94921875,0.9455252918287936
27,1,0.328249,0.9510005591947596,0.970042796005706,0.9204545454545454,0.8966789667896679,0.9455252918287936
27,2,0.099887,0.9390976137153448,0.9614835948644792,0.9021739130434784,0.8440677966101695,0.9688715953307392
27,3,0.052216,0.966548047556719,0.9800285306704708,0.9453125,0.9490196078431372,0.9416342412451362
27,4,0.046828,0.9624486890046078,0.977888730385164,0.9383697813121272,0.959349593495935,0.9182879377431906
27,5,0.026385,0.9686512072708008,0.9814550641940084,0.9486166007905138,0.963855421686747,0.933852140077821
28,1,0.302876,0.9466414745187457,0.9679029957203994,0.9129593810444874,0.9076923076923077,0.9182879377431906
28,2,0.097054,0.9609870859209977,0.9764621968616263,0.9364161849710982,0.9274809160305344,0.9455252918287937
28,3,0.055007,0.9624486890046078,0.9778887303851641,0.9383697813121272,0.959349593495935,0.9182879377431906
28,4,0.033989,0.9685541752933058,0.9814550641940085,0.9484126984126984,0.9676113360323887,0.9299610894941635
28,5,0.02076,0.966649108796493,0.9800285306704708,0.9455252918287937,0.9455252918287937,0.9455252918287937
